,eventyr,sætning,kategori,årstal
147,aerens-tornevei,"Fra alle Tider, fra alle Lande fremtone disse Glandsbilleder, hver et Moment kun, dog et heelt Liv, en Levetid med dens Kamp og Seier; lad os betragte, hid og did, Enkelte i Martyr-Skaren, den, der ikke sluttes, før Jorden veirer hen.",Ikke-relevante segmenter,1856
148,aerens-tornevei,"Vi see et opfyldt Amphitheater, Aristophanes’s Skyer sende Strømme af Spot og Munterhed til Vrimlen; fra Scenen latterliggjøres i Aand og Legeme Athens mærkeligste Mand, der var Folket et Skjold mod de tredive Tyranner: , han, der i Slagets Tummel frelste Alcibiades og Xenophon, han, hvis Aand svang sig over Oldtids Guder, selv er han her tilstæde; han har reist sig fra Tilskuerbænken og stillet sig frem, at de leende Atheniensere kunne see, om han og Vrængbilledet af ham paa Scenen ret ligne; der staaer han opreist for dem, løftet høit over dem Alle.",Ikke-relevante segmenter,1856
149,aerens-tornevei,"Du saftige, grønne, giftige Skarntyde og ikke Olietræet være her Athens Mærke.",Ikke-relevante segmenter,1856
150,aerens-tornevei,"Syv Stæder stredes om at være , det vil sige, da han var død!",Ikke-relevante segmenter,1856
151,aerens-tornevei,"–
see ham i hans Levetid!",Ikke-relevante segmenter,1856
152,aerens-tornevei,"–
der gaaer han igjennem disse Stæder, fremsigende sine Vers for at leve; Tanken om den Dag imorgen graaner hans Haar!",Fattigdom,1856
153,aerens-tornevei,"–
han, den mægtigste Seer, er blind og eensom; den hvasse Torn river Digterkongens Kaabe i Pjalter!",Ikke-relevante segmenter,1856
154,aerens-tornevei,"–
Hans Sange leve endnu og ved dem alene leve Oldtids Guder og Helte.",Ikke-relevante segmenter,1856
155,aerens-tornevei,"Billed paa Billed bølger frem fra Morgenland og Aftenland, saa fjernt fra hinanden ved Sted og Tid og dog samme Stykke Ærens Tornevei, hvor Tidslen først sætter Blomst, naar Graven skal pyntes:
Under Palmerne komme Cameler rigtladte med Indigo og andre kostelige Skatte; de sendes fra Landets Hersker til ham, hvis Sange er Folkets Glæde, Landets Hæder; han, hvem Misundelse og Løgn jog i Landflygtighed, han er fundet – Karavanen nærmer sig den lille By, hvor han fandt Fristed: et fattigt Liig bringes ud af Porten, det standser Karavanen.",Fattigdom,1856
156,aerens-tornevei,"Den Døde er just ham, de søge:  – endt er Ærens Tornevei!",Ikke-relevante segmenter,1856
157,aerens-tornevei,"Africaneren med de plumpe Træk, de tykke Læber, det sorte Uldhaar, sidder paa Paladsets Marmortrappe i Portugals Hovedstad og tigger – det er  trofaste Slaver, uden ham og de Kobberskillinger, der kastes til ham, maatte hans Herre: »Lusiadens Sanger« sulte ihjel.",Fattigdom,1856
158,aerens-tornevei,Nu staaer et kostbart Monument paa Camoens’s Grav.,Ikke-relevante segmenter,1856
159,aerens-tornevei,Atter et Billed!,Fattigdom,1856
160,aerens-tornevei,"Der viser sig bag Jernstængerne en Mand, dødbleg, med langt filtret Skjæg: »jeg har gjort en Opfindelse, den største i Aarhundreder!«
raaber han, »og man har i meer end tyve Aar holdt mig indespærret her!« – »
Hvo er han?« – »
En Vanvittig!«
siger Gale-Vogteren: »Hvad kan dog ikke et Menneske falde paa!",Ikke-relevante segmenter,1856
161,aerens-tornevei,"han troer, at man kan bevæge sig fremad ved Damp!« ,
Dampkraftens Opdager, der med Anelsens uklare Ord ikke blev forstaaet af en Richelieu og døer indespærret i Daarekisten.",Ikke-relevante segmenter,1856
162,aerens-tornevei,Her staaer !,Ikke-relevante segmenter,1856
163,aerens-tornevei,"hvem engang Gadedrengene forfulgte og spottede, fordi han vilde opdage en ny Verden – han har opdaget den: Jubelens Klokker klinge ved hans Seiers-Hjemkomst, men Misundelsens Klokker lyde snart høiere; Verdens-Opdageren, han, som løftede det amerikanske Guld-Land op over Havet og gav det til sin Konge lønnes med Jernlænker, dem han ønsker lagt i sin Liigkiste, de vidne om Verden, og om Samtidens Vurderen.",Ikke-relevante segmenter,1856
164,aerens-tornevei,"Billed trænger paa Billed, riig er Ærens Tornevei:
I Mulm og Mørke sidder her, han, som udmaalte Maanebjergenes Høide, han, som trængte ud i Rummet til Planeter og Stjerner, han den Mægtige, der hørte og saae Aanden i Naturen, fornam, at Jorden dreiede sig under ham: .",Ikke-relevante segmenter,1856
165,aerens-tornevei,"Blind og døv sidder han i Alderdommens Aar, spiddet paa Lidelsens Tjørn i Fornægtelsens Qval, neppe kraftig til at løfte sin Fod, den, hvormed han engang i Sjæle-Smerte, da Sandhedens Ord slettedes ud, stampede mod Jorden og udbrød: »den bevæger sig dog!«
Her staaer en Qvinde med Barnesind, Begeistring og Tro – Banneret bærer hun foran den kjæmpende Hær, og hun bringer sit Fædreland Seier og Frelse.",Ikke-relevante segmenter,1856
166,aerens-tornevei,"Jubelen lyder – og Baalet tændes: , Hexen brændes.",Ikke-relevante segmenter,1856
167,aerens-tornevei,"–
Ja, det kommende Aarhundrede spytter paa den hvide Lillie: Voltaire, Videts Satyr synger om ».«
Paa Viborgthing brænder den danske Adel Kongens Love – de lyse i Flamme, belyse Tid og Lovgiver, kaste et Glorie-Skjær ind i det mørke Fangetaarn, hvor han sidder graahaaret, krumbøiet, slidende med Fingren Fure i Steenbordet, han, engang Hersker over tre Kongeriger, den folkelige Drot, Borger og Bondes Ven: .",Ikke-relevante segmenter,1856
168,aerens-tornevei,Han med det haarde Sind i den haarde Tid.,Fattigdom,1856
169,aerens-tornevei,Fjender skrev hans Historie.,Ikke-relevante segmenter,1856
170,aerens-tornevei,"–
Syv og tyve Aars Fængsel ville vi huske paa, idet vi mindes hans Blod-Skyld.",Ikke-relevante segmenter,1856
171,aerens-tornevei,"Der seiler et Skib fra Danmark, der staaer en Mand ved høien Mast, han seer mod Hveen for sidste Gang: , der løftede Danmarks Navn til Stjernerne, og lønnedes derfor med Krænkelse og Fortræd – han drager til et fremmed Land: »Himlen er allevegne, hvad behøver jeg mere!«
er hans Ord; der seiler han bort, vor berømteste Mand, i fremmed Land hædret og fri!",Ikke-relevante segmenter,1856
172,aerens-tornevei,»Ak fri!,Ikke-relevante segmenter,1856
173,aerens-tornevei,"om kun selv for dette Legems ulidelige Smerter!«
sukker det gjennem Tiden til os.",Ikke-relevante segmenter,1856
174,aerens-tornevei,Hvilket Billed!,Ikke-relevante segmenter,1856
175,aerens-tornevei,"– ,
en dansk Prometheus lænket til Munkholms Klippe-Ø.",Ikke-relevante segmenter,1856
176,aerens-tornevei,"Vi ere i Amerika ved en af de store Floder, en Menneskemasse har samlet sig, et Skib skal kunne seile mod Vind og Veir, være en Magt mod Elementerne:  hedder han, der troer at kunne det.",Ikke-relevante segmenter,1856
177,aerens-tornevei,"Skibet begynder sin Fart; pludseligt staaer det stille – Hoben leer, fløiter og piber, hans egen Fader piber med: »Hovmod!",Ikke-relevante segmenter,1856
178,aerens-tornevei,Galskab!,Ikke-relevante segmenter,1856
179,aerens-tornevei,Løn som forskyldt!,Fattigdom,1856
180,aerens-tornevei,"under Laas og Lukke skal det gale Hoved!« –
Da brydes et lille Søm, som standsede et Øieblik Maskinen, Hjulene dreie, Skovlerne støde Vandets Modstand bort, Skibet seiler – –!",Ikke-relevante segmenter,1856
181,aerens-tornevei,Dampens Væverspole forvandler Timer til Minuter mellem Verdens Lande!,Ikke-relevante segmenter,1856
182,aerens-tornevei,"Menneskeslægt begriber Du Saligheden i et saadant Bevidsthedens Minut, denne Aandens Forstaaen af sin Mission, Øieblikket, hvori al Sønderrivelse fra Ærens Tornevei – selv den ved egen Skyld, – opløser sig i Lægedom, Sundhed, Kraft og Klarhed, Disharmonien bliver Harmoni, Menneskene see Aabenbarelsen af Guds Naade viist den Enkelte og af ham bragt dem Alle!",Ikke-relevante segmenter,1856
183,aerens-tornevei,Ærens Tornevei viser sig da som en Glorie om Jorden; lyksaligt at vorde kaaret til Vandrer her og uden Fortjeneste at stilles mellem Bygmesteren af Broen mellem Menneskeslægten og Gud.,Ikke-relevante segmenter,1856
184,aerens-tornevei,"Paa mægtige Vinger svæver Historiens Aand gjennem Tiderne og viser – til Mod og Fortrøstning, til tankevækkende Mildhed – i lysende Billeder paa natsort Grund Ærens Tornevei, der ikke som i Eventyret slutter i Glands og Glæde her paa Jorden, men peger ud over den ind i Tid og Evighed!",Ikke-relevante segmenter,1856
185,alt-paa-sin-rette-plads,Det er over hundrede Aar siden!,Ikke-relevante segmenter,1853
186,alt-paa-sin-rette-plads,"Der laae bag Skoven ved den store Indsø en gammel Herregaard, og rundtom den var der dybe Grave, hvori voxte Duunhammere, Siv og Rør.",Ikke-relevante segmenter,1853
187,alt-paa-sin-rette-plads,"Tæt ved Broen til Indkjørsels-Porten stod et gammelt Piletræ, der hældede sig ud over Rørene.",Ikke-relevante segmenter,1853
188,alt-paa-sin-rette-plads,"Omme fra Huulveien lød Horn og Hestetrampen, og derfor skyndte den lille Gaasepige sig med at faae Gjæssene tilside fra Broen, før Jagt-Selskabet kom galopperende; det kom i saadan en Fart, at hun gesvindt maatte springe op paa en af de høie Stene ved Broen, for ikke at blive redet overende.",Ikke-relevante segmenter,1853
189,alt-paa-sin-rette-plads,"Halv Barn var hun endnu, fiin og spinkel, men med et velsignet Udtryk i sit Ansigt og to rare klare Øine; men det saae Herremanden ikke paa; i den flyvende Fart han kom, vendte han Pidsken i sin Haand, og af raa Lystighed stødte han hende med Skaftet lige for Brystet, saa hun gik bag over.",Ikke-relevante segmenter,1853
190,alt-paa-sin-rette-plads,"»Alt paa sin rette Plads!«
raabte han, »i Skarnet med Dig!«
og saa loe han, det skulde nu være saa moersomt, og de Andre loe med; hele Selskabet gjorde Skriig og Skraal og Jagthundene gjøede, det var rigtignok:
– Gud veed hvor riig han var endda.",Ikke-relevante segmenter,1853
191,alt-paa-sin-rette-plads,"Den stakkels Gaasepige greb for sig, i det hun faldt, og fik fat i en af de nedhængende Pilegrene; ved den holdt hun sig oppe over Dyndet, og saasnart Herskab og Hunde vare vel inde af Porten, arbeidede hun paa at komme op, men Grenen knækkede af ved Kronen, og Gaasepigen faldt tungt tilbage i Rørene, da i det samme en kraftig Haand ovenfra greb hende.",Fattigdom,1853
192,alt-paa-sin-rette-plads,"Det var en vandrende Hosekræmmer, som et Stykke borte havde seet til og skyndte sig nu med at komme hende til Hjælp.",Ikke-relevante segmenter,1853
193,alt-paa-sin-rette-plads,"»Alt paa sin rette Plads!«
sagde han i Spøg efter Herremanden og trak hende op paa det Tørre; den afbrækkede Green stillede han hen mod Stedet, hvor den var knækket af, men »paa sin rette Plads,« det gaaer ikke altid!",Ikke-relevante segmenter,1853
194,alt-paa-sin-rette-plads,"og saa stak han Grenen ned i den bløde Jord, »groe om du kan og skjær dem en god Fløite deroppe paa Gaarden!«
han undte Herremanden og hans en dygtig Spidsrods-Marsch; og saa gik han ind paa Herregaarden, men ikke op i Høisalen, dertil var han for ringe!",Ikke-relevante segmenter,1853
195,alt-paa-sin-rette-plads,"ind til Folkene i Borgstuen kom han, og de saae paa hans Varer og kjøbslog; men oppe fra Gildesbordet lød Skraal og Vræl, der skulde være Sang, de kunde den ikke bedre.",Ikke-relevante segmenter,1853
196,alt-paa-sin-rette-plads,"Der lød Latter og Hundehyl, der var stor Fraadsen og Sviren; Viin og gammelt Øl skummede i Glas og Kruus, og Liv-Hundene aad med; eet og andet Bæst af dem blev af Junkerne kysset, efterat det først med den lange Ørelap var tørret om Snuden.",Ikke-relevante segmenter,1853
197,alt-paa-sin-rette-plads,"Hosekræmmeren blev kaldt derop med sine Varer, men kun for at de kunde have deres Spads med ham.",Ikke-relevante segmenter,1853
198,alt-paa-sin-rette-plads,Vinen var gaaet ind og Forstanden ud.,Ikke-relevante segmenter,1853
199,alt-paa-sin-rette-plads,"De hældte Øl i en Strømpe til ham, at han kunde drikke med, men gesvindt!",Ikke-relevante segmenter,1853
200,alt-paa-sin-rette-plads,det var nu saa overordentligt snildt og til Griin.,Ikke-relevante segmenter,1853
201,alt-paa-sin-rette-plads,"Hele Drift Qvæg, Bønder og Bøndergaarde bleve satte paa eet Kort og tabte.",Fattigdom,1853
202,alt-paa-sin-rette-plads,"»Alt paa sin rette Plads!«
sagde Hosekræmmeren, da han igjen var vel udenfor Sodoma og Gomorra, som han kaldte det.",Ikke-relevante segmenter,1853
203,alt-paa-sin-rette-plads,"»
Den aabne Landevei, det er min rette Plads, der oppe var jeg slet ikke i mit Es.«
Og den lille Gaasepige nikkede til ham fra Markledet.",Ikke-relevante segmenter,1853
204,alt-paa-sin-rette-plads,"Og der gik Dage og der gik Uger, og det viste sig, at den afbrækkede Pilegreen, som Hosekræmmeren havde stukket ned ved Vandgraven, holdt sig stadig frisk og grøn, ja at den skjød endogsaa nye Skud; den lille Gaasepige saae, at den maatte have fæstet Rod, og hun glædede sig saa inderligt derover, det var hendes Træ, syntes hun.",Ikke-relevante segmenter,1853
205,alt-paa-sin-rette-plads,"Ja, med det gik det fremad, men med alt andet paa Gaarden gik det svært tilbage ved Sviir og ved Spil: det er to Triller, som ikke ere gode at staae paa.",Ikke-relevante segmenter,1853
206,alt-paa-sin-rette-plads,"Der var ikke gaaet sex Aar, saa vandrede Herremanden med Pose og Stav, som fattig Mand, fra Gaarden og den blev kjøbt af en riig Hosekræmmer, og det var just ham, som havde været til Spot og Griin og var budt Øl i en Strømpe; men Ærlighed og Driftighed, de give god Medbør, og nu var Hosekræmmeren Herre paa Gaarden; men fra den Stund kom der aldrig Kortenspil der; »det er en slem Læsning,« sagde han, »den kommer derfra, at da Fanden første Gang saae Bibelen, vilde han vrænge en efter, der skulde være ligesaadan, og saa opfandt han Kortenspillet!«
Den nye Herremand tog sig en Frue, og hvem var hun, det var den lille Gaasepige, som altid havde været skikkelig, from og god; og i de nye Klæder saae hun ud saa fiin og kjøn, som var hun født en fornem Jomfru.",Fattigdom,1853
207,alt-paa-sin-rette-plads,Hvorledes gik det til?,Ikke-relevante segmenter,1853
208,alt-paa-sin-rette-plads,"Ja, det er for lang en Historie i vor travle Tid, men det gik til, og det Vigtigste kommer bag efter.",Ikke-relevante segmenter,1853
209,alt-paa-sin-rette-plads,"Velsignet og godt var der paa den gamle Gaard, Moder stod selv for det Indvendige og Fader for det Udvendige; det var ligesom Velsignelsen vældede frem, og hvor Velstand er, der kommer Velstand til Huse.",Ikke-relevante segmenter,1853
210,alt-paa-sin-rette-plads,"Den gamle Gaard blev pudset og malet, Gravene rensede og Frugttræer plantede; venligt og godt saae der ud og Stuegulvet var blankt som et Spækkebræt.",Ikke-relevante segmenter,1853
211,alt-paa-sin-rette-plads,"I den store Sal sad om Vinteraftnerne Madamen med alle sine Piger og spandt Uldent og Linnet; og hver Søndagaften læstes der høit af Bibelen, og det af Justitsraaden selv, for han blev Justitsraad, Hosekræmmeren, men det var først paa hans meget gamle Dage.",Ikke-relevante segmenter,1853
212,alt-paa-sin-rette-plads,"Børnene voxte til, – der kom Børn, – og alle bleve de vel oplærte, men de havde jo ikke lige gode Hoveder, saadan som det er i enhver Familie.",Ikke-relevante segmenter,1853
213,alt-paa-sin-rette-plads,"Men Pilegrenen udenfor var blevet til et heelt prægtigt Træ, der stod frit og ubeskaaret, »det er vort Stamtræ!«
sagde de gamle Folk, og det Træ skulde holdes i Agt og Ære!",Ikke-relevante segmenter,1853
214,alt-paa-sin-rette-plads,"sagde de til Børnene, ogsaa til dem som ikke havde gode Hoveder.",Fattigdom,1853
215,alt-paa-sin-rette-plads,Og nu var der gaaet hundrede Aar.,Ikke-relevante segmenter,1853
216,alt-paa-sin-rette-plads,"Det var i vor Tid; Søen var blevet til en Mose, og den gamle Herregaard var ligesom visket ud, der stod en aflang Pyt Vand, med lidt Steensætning til Siden, det var Resten af de dybe Grave, og her stod endnu et prægtigt gammelt Træ, der hældede sine Grene, det var Stamtræet; det stod og viste, hvor smukt et Piletræ kan være, naar det faaer Lov til at skjøtte sig selv.",Ikke-relevante segmenter,1853
217,alt-paa-sin-rette-plads,"–
Det var jo rigtignok revnet midt i Stammen, lige nede fra Roden og op til Kronen, Stormen havde dreiet det lidt, men det stod, og fra alle Revner og Sprækker i det, hvor Vind og Veir havde lagt Muld-Jord, voxte Græs og Blomster; især øverst, hvor de store Grene deelte sig, var der ligesom en heel lille hængende Have, med Hindbær og Fuglegræs, ja endogsaa et lille bitte Rønnebær havde der rodfæstet sig og stod saa slankt og fiint midt oppe i det gamle Piletræ, der speilede sig i det sorte Vand, naar Vinden havde drevet Andemaden hen i et Hjørne af Vandpytten.",Ikke-relevante segmenter,1853
218,alt-paa-sin-rette-plads,"–
En lille Sti, hen over Hovmarken, førte tæt herforbi.",Ikke-relevante segmenter,1853
219,alt-paa-sin-rette-plads,"Høit paa Banken ved Skoven, med en deilig Udsigt, laae den nye Gaard, stor og prægtig, med Glasruder saa klare, at man skulde troe at der slet ingen var.",Ikke-relevante segmenter,1853
